date,fund_id,nav
2022-03-18,DEMO-HS01,0.8426582901
2022-03-21,DEMO-HS01,0.8660079370
2022-03-22,DEMO-HS01,0.8711705311
2022-03-23,DEMO-HS01,0.9066606786
2022-03-24,DEMO-HS01,0.8867613983
2022-03-25,DEMO-HS01,0.8796890200
2022-03-28,DEMO-HS01,0.9105871665
2022-03-29,DEMO-HS01,0.9015731002
2022-03-30,DEMO-HS01,0.9434930292
2022-03-31,DEMO-HS01,0.9478358941
2022-04-01,DEMO-HS01,0.9550938370
2022-04-04,DEMO-HS01,0.9265575921
2022-04-05,DEMO-HS01,0.9121500788
2022-04-06,DEMO-HS01,0.8958312780
2022-04-07,DEMO-HS01,0.8793910746
2022-04-08,DEMO-HS01,0.8860842232
2022-04-11,DEMO-HS01,0.9057746387
2022-04-12,DEMO-HS01,0.8630627637
2022-04-13,DEMO-HS01,0.8988441508
2022-04-14,DEMO-HS01,0.9025147835
2022-04-15,DEMO-HS01,0.8920751542
2022-04-18,DEMO-HS01,0.8969052192
2022-04-19,DEMO-HS01,0.8802187800
2022-04-20,DEMO-HS01,0.8597128758
2022-04-21,DEMO-HS01,0.8377566033
2022-04-22,DEMO-HS01,0.8598314943
2022-04-25,DEMO-HS01,0.8435291259
2022-04-26,DEMO-HS01,0.8373025760
2022-04-27,DEMO-HS01,0.8360556731
2022-04-28,DEMO-HS01,0.8568114465
2022-04-29,DEMO-HS01,0.9006672549
2022-05-02,DEMO-HS01,0.8778244200
2022-05-03,DEMO-HS01,0.9000425001
2022-05-04,DEMO-HS01,0.9063965185
2022-05-05,DEMO-HS01,0.9199760861
2022-05-06,DEMO-HS01,0.8994871984
2022-05-09,DEMO-HS01,0.9188201627
2022-05-10,DEMO-HS01,0.9151187130
2022-05-11,DEMO-HS01,0.9607876559
2022-05-12,DEMO-HS01,0.9433580523
2022-05-13,DEMO-HS01,0.9511394207
2022-05-16,DEMO-HS01,0.9133581353
2022-05-17,DEMO-HS01,0.9259710554
2022-05-18,DEMO-HS01,0.9261054831
2022-05-19,DEMO-HS01,0.9617415934
2022-05-20,DEMO-HS01,0.9333792267
2022-05-23,DEMO-HS01,0.9592857026
2022-05-24,DEMO-HS01,0.9521827942
2022-05-25,DEMO-HS01,0.9492436291
2022-05-26,DEMO-HS01,0.9236162750
2022-05-27,DEMO-HS01,0.9500105948
2022-05-30,DEMO-HS01,0.9779598945
2022-05-31,DEMO-HS01,1.0151016413
2022-06-01,DEMO-HS01,1.0141494832
2022-06-02,DEMO-HS01,1.0176202701
2022-06-03,DEMO-HS01,1.0301842952
2022-06-06,DEMO-HS01,1.0302094326
2022-06-07,DEMO-HS01,1.0036406273
2022-06-08,DEMO-HS01,1.0042899605
2022-06-09,DEMO-HS01,1.0119552987
2022-06-10,DEMO-HS01,1.0330131852
2022-06-13,DEMO-HS01,1.0124044179
2022-06-14,DEMO-HS01,0.9973796636
2022-06-15,DEMO-HS01,0.9976303714
2022-06-16,DEMO-HS01,0.9990758755
2022-06-17,DEMO-HS01,0.9790685574
2022-06-20,DEMO-HS01,0.9657626920
2022-06-21,DEMO-HS01,0.9509507613
2022-06-22,DEMO-HS01,0.9371108130
2022-06-23,DEMO-HS01,0.9658067221
2022-06-24,DEMO-HS01,0.9388086895
2022-06-27,DEMO-HS01,0.9446790991
2022-06-28,DEMO-HS01,0.9460222864
2022-06-29,DEMO-HS01,0.9777321018
2022-06-30,DEMO-HS01,1.0192884548
2022-07-01,DEMO-HS01,1.0198550789
2022-07-04,DEMO-HS01,1.0289556183
2022-07-05,DEMO-HS01,0.9915115641
2022-07-06,DEMO-HS01,1.0031967046
2022-07-07,DEMO-HS01,0.9981426228
2022-07-08,DEMO-HS01,0.9882394642
2022-07-11,DEMO-HS01,1.0013967082
2022-07-12,DEMO-HS01,1.0036552930
2022-07-13,DEMO-HS01,0.9912100439
2022-07-14,DEMO-HS01,0.9766840958
2022-07-15,DEMO-HS01,0.9780619130
2022-07-18,DEMO-HS01,0.9977477907
2022-07-19,DEMO-HS01,1.0238276725
2022-07-20,DEMO-HS01,1.0237248733
2022-07-21,DEMO-HS01,1.0426703341
2022-07-22,DEMO-HS01,1.0313114893
2022-07-25,DEMO-HS01,1.0240335702
2022-07-26,DEMO-HS01,1.0179221951
2022-07-27,DEMO-HS01,1.0184953589
2022-07-28,DEMO-HS01,1.0307747396
2022-07-29,DEMO-HS01,1.0440249277
2022-08-01,DEMO-HS01,1.0457581416
2022-08-02,DEMO-HS01,1.0617731952
2022-08-03,DEMO-HS01,1.0799520134
2022-08-04,DEMO-HS01,1.1243662001
2022-08-05,DEMO-HS01,1.1403070327
2022-08-08,DEMO-HS01,1.1371661639
2022-08-09,DEMO-HS01,1.1373160786
2022-08-10,DEMO-HS01,1.1901462977
2022-08-11,DEMO-HS01,1.1896776397
2022-08-12,DEMO-HS01,1.1982122071
2022-08-15,DEMO-HS01,1.1367722641
2022-08-16,DEMO-HS01,1.1224235931
2022-08-17,DEMO-HS01,1.1051257844
2022-08-18,DEMO-HS01,1.0915566659
2022-08-19,DEMO-HS01,1.0914112741
2022-08-22,DEMO-HS01,1.0969127611
2022-08-23,DEMO-HS01,1.0956165684
2022-08-24,DEMO-HS01,1.0729841141
2022-08-25,DEMO-HS01,1.0427838120
2022-08-26,DEMO-HS01,1.0305043832
2022-08-29,DEMO-HS01,1.0359746490
2022-08-30,DEMO-HS01,1.0247744451
2022-08-31,DEMO-HS01,1.0446062567
2022-09-01,DEMO-HS01,1.0433949554
2022-09-02,DEMO-HS01,1.0364332586
2022-09-05,DEMO-HS01,1.0306542747
2022-09-06,DEMO-HS01,1.0186475566
2022-09-07,DEMO-HS01,1.0351811083
2022-09-08,DEMO-HS01,1.0345328839
2022-09-09,DEMO-HS01,1.0452239480
2022-09-12,DEMO-HS01,1.0222050479
2022-09-13,DEMO-HS01,1.0507970284
2022-09-14,DEMO-HS01,1.0454779245
2022-09-15,DEMO-HS01,1.0512144968
2022-09-16,DEMO-HS01,1.0370817337
2022-09-19,DEMO-HS01,1.0534640950
2022-09-20,DEMO-HS01,1.0507826309
2022-09-21,DEMO-HS01,1.0610353511
2022-09-22,DEMO-HS01,1.0975443830
2022-09-23,DEMO-HS01,1.0935135136
2022-09-26,DEMO-HS01,1.1003813511
2022-09-27,DEMO-HS01,1.0910479628
2022-09-28,DEMO-HS01,1.0930647620
2022-09-29,DEMO-HS01,1.0814287267
2022-09-30,DEMO-HS01,1.0918169111
2022-10-03,DEMO-HS01,1.0950706361
2022-10-04,DEMO-HS01,1.0985217325
2022-10-05,DEMO-HS01,1.1062398520
2022-10-06,DEMO-HS01,1.0574172805
2022-10-07,DEMO-HS01,1.0459713336
2022-10-10,DEMO-HS01,1.0488864145
2022-10-11,DEMO-HS01,1.0483930493
2022-10-12,DEMO-HS01,1.0246843178
2022-10-13,DEMO-HS01,1.0474364720
2022-10-14,DEMO-HS01,1.0539762491
2022-10-17,DEMO-HS01,1.0474553662
2022-10-18,DEMO-HS01,1.0701533957
2022-10-19,DEMO-HS01,1.0616081347
2022-10-20,DEMO-HS01,1.0749195840
2022-10-21,DEMO-HS01,1.0828937953
2022-10-24,DEMO-HS01,1.0627757891
2022-10-25,DEMO-HS01,1.0627157111
2022-10-26,DEMO-HS01,1.0369891118
2022-10-27,DEMO-HS01,1.0316775300
2022-10-28,DEMO-HS01,1.0731500898
2022-10-31,DEMO-HS01,1.0647353867
2022-11-01,DEMO-HS01,1.0338282512
2022-11-02,DEMO-HS01,1.0416963992
2022-11-03,DEMO-HS01,1.0228497462
2022-11-04,DEMO-HS01,1.0257250736
2022-11-07,DEMO-HS01,1.0374985848
2022-11-08,DEMO-HS01,1.0571836122
2022-11-09,DEMO-HS01,1.0464429950
2022-11-10,DEMO-HS01,1.0789941994
2022-11-11,DEMO-HS01,1.0466941137
2022-11-14,DEMO-HS01,1.0523226296
2022-11-15,DEMO-HS01,1.0456435767
2022-11-16,DEMO-HS01,1.0331155720
2022-11-17,DEMO-HS01,1.0069273722
2022-11-18,DEMO-HS01,1.0056900503
2022-11-21,DEMO-HS01,1.0111956812
2022-11-22,DEMO-HS01,1.0072527411
2022-11-23,DEMO-HS01,0.9768218172
2022-11-24,DEMO-HS01,0.9770230105
2022-11-25,DEMO-HS01,0.9903894543
2022-11-28,DEMO-HS01,1.0317112766
2022-11-29,DEMO-HS01,1.0225743601
2022-11-30,DEMO-HS01,1.0104069453
2022-12-01,DEMO-HS01,1.0008903902
2022-12-02,DEMO-HS01,1.0183248922
2022-12-05,DEMO-HS01,1.0581249214
2022-12-06,DEMO-HS01,1.0693986369
2022-12-07,DEMO-HS01,1.0731087960
2022-12-08,DEMO-HS01,1.0577054031
2022-12-09,DEMO-HS01,1.0820474453
2022-12-12,DEMO-HS01,1.0818159424
2022-12-13,DEMO-HS01,1.0580397486
2022-12-14,DEMO-HS01,1.0692063989
2022-12-15,DEMO-HS01,1.0218497167
2022-12-16,DEMO-HS01,1.0084976933
2022-12-19,DEMO-HS01,1.0101008575
2022-12-20,DEMO-HS01,1.0609044900
2022-12-21,DEMO-HS01,1.0343890090
2022-12-22,DEMO-HS01,1.0072601034
2022-12-23,DEMO-HS01,1.0284363974
2022-12-26,DEMO-HS01,1.0240206419
2022-12-27,DEMO-HS01,1.0173310601
2022-12-28,DEMO-HS01,0.9997970427
2022-12-29,DEMO-HS01,1.0233169072
2022-12-30,DEMO-HS01,1.0047524350
2023-01-02,DEMO-HS01,0.9748619713
2023-01-03,DEMO-HS01,0.9851432001
2023-01-04,DEMO-HS01,0.9811939703
2023-01-05,DEMO-HS01,0.9702713922
2023-01-06,DEMO-HS01,0.9783571344
2023-01-09,DEMO-HS01,1.0068898952
2023-01-10,DEMO-HS01,1.0239264699
2023-01-11,DEMO-HS01,0.9968931274
2023-01-12,DEMO-HS01,0.9921656773
2023-01-13,DEMO-HS01,1.0114931230
2023-01-16,DEMO-HS01,1.0117858202
2023-01-17,DEMO-HS01,1.0267671997
2023-01-18,DEMO-HS01,1.0441056388
2023-01-19,DEMO-HS01,1.0572867902
2023-01-20,DEMO-HS01,1.0829770538
2023-01-23,DEMO-HS01,1.0997759718
2023-01-24,DEMO-HS01,1.0688141539
2023-01-25,DEMO-HS01,1.0715608257
2023-01-26,DEMO-HS01,1.0674613726
2023-01-27,DEMO-HS01,1.0933407386
2023-01-30,DEMO-HS01,1.0812780444
2023-01-31,DEMO-HS01,1.1133086104
2023-02-01,DEMO-HS01,1.1281556378
2023-02-02,DEMO-HS01,1.1502375479
2023-02-03,DEMO-HS01,1.1507318592
2023-02-06,DEMO-HS01,1.1395483138
2023-02-07,DEMO-HS01,1.1692804422
2023-02-08,DEMO-HS01,1.1851317515
2023-02-09,DEMO-HS01,1.2294696106
2023-02-10,DEMO-HS01,1.2542371931
2023-02-13,DEMO-HS01,1.2452446056
2023-02-14,DEMO-HS01,1.2302716603
2023-02-15,DEMO-HS01,1.2234327150
2023-02-16,DEMO-HS01,1.2174284800
2023-02-17,DEMO-HS01,1.2458338053
2023-02-20,DEMO-HS01,1.2422673120
2023-02-21,DEMO-HS01,1.2541937030
2023-02-22,DEMO-HS01,1.2712544116
2023-02-23,DEMO-HS01,1.2590545112
2023-02-24,DEMO-HS01,1.2538772361
2023-02-27,DEMO-HS01,1.2403785026
2023-02-28,DEMO-HS01,1.2275531642
2023-03-01,DEMO-HS01,1.2381889189
2023-03-02,DEMO-HS01,1.2348517684
2023-03-03,DEMO-HS01,1.2322197070
2023-03-06,DEMO-HS01,1.2142709377
2023-03-07,DEMO-HS01,1.2259555004
2023-03-08,DEMO-HS01,1.2779113912
2023-03-09,DEMO-HS01,1.2598879082
2023-03-10,DEMO-HS01,1.2712423554
2023-03-13,DEMO-HS01,1.2837876794
2023-03-14,DEMO-HS01,1.2968831388
2023-03-15,DEMO-HS01,1.2897229940
2023-03-16,DEMO-HS01,1.2743789983
2023-03-17,DEMO-HS01,1.2369118147
2023-03-20,DEMO-HS01,1.2354913441
2023-03-21,DEMO-HS01,1.2510273570
2023-03-22,DEMO-HS01,1.2332786279
2023-03-23,DEMO-HS01,1.2809717165
2023-03-24,DEMO-HS01,1.2784428087
2023-03-27,DEMO-HS01,1.3185976904
2023-03-28,DEMO-HS01,1.3177738938
2023-03-29,DEMO-HS01,1.3236317322
2023-03-30,DEMO-HS01,1.3202116435
2023-03-31,DEMO-HS01,1.3266127908
2023-04-03,DEMO-HS01,1.3308139645
2023-04-04,DEMO-HS01,1.3223867165
2023-04-05,DEMO-HS01,1.3256512314
2023-04-06,DEMO-HS01,1.3332609648
2023-04-07,DEMO-HS01,1.3442703066
2023-04-10,DEMO-HS01,1.3577346630
2023-04-11,DEMO-HS01,1.3179851539
2023-04-12,DEMO-HS01,1.3427792140
2023-04-13,DEMO-HS01,1.3594652537
2023-04-14,DEMO-HS01,1.3371099220
2023-04-17,DEMO-HS01,1.3345001831
2023-04-18,DEMO-HS01,1.3530412199
2023-04-19,DEMO-HS01,1.3662484822
2023-04-20,DEMO-HS01,1.3848670953
2023-04-21,DEMO-HS01,1.3837956587
2023-04-24,DEMO-HS01,1.3716638572
2023-04-25,DEMO-HS01,1.3465064096
2023-04-26,DEMO-HS01,1.3696728373
2023-04-27,DEMO-HS01,1.3797948850
2023-04-28,DEMO-HS01,1.4021009143
2023-05-01,DEMO-HS01,1.3952203935
2023-05-02,DEMO-HS01,1.3712168448
2023-05-03,DEMO-HS01,1.3937897821
2023-05-04,DEMO-HS01,1.3623852210
2023-05-05,DEMO-HS01,1.3428992926
2023-05-08,DEMO-HS01,1.3441216947
2023-05-09,DEMO-HS01,1.3406374879
2023-05-10,DEMO-HS01,1.3516664327
2023-05-11,DEMO-HS01,1.3735391874
2023-05-12,DEMO-HS01,1.3597830855
2023-05-15,DEMO-HS01,1.3292452929
2023-05-16,DEMO-HS01,1.3527589843
2023-05-17,DEMO-HS01,1.3795406410
2023-05-18,DEMO-HS01,1.4089377399
2023-05-19,DEMO-HS01,1.3646290976
2023-05-22,DEMO-HS01,1.3838674570
2023-05-23,DEMO-HS01,1.3983634609
2023-05-24,DEMO-HS01,1.4207255574
2023-05-25,DEMO-HS01,1.3889754584
2023-05-26,DEMO-HS01,1.3832718646
2023-05-29,DEMO-HS01,1.4068943164
2023-05-30,DEMO-HS01,1.4125274771
2023-05-31,DEMO-HS01,1.4210793118
2023-06-01,DEMO-HS01,1.3714165882
2023-06-02,DEMO-HS01,1.3415732752
2023-06-05,DEMO-HS01,1.3126201128
2023-06-06,DEMO-HS01,1.2979631479
2023-06-07,DEMO-HS01,1.3035884244
2023-06-08,DEMO-HS01,1.3347164782
2023-06-09,DEMO-HS01,1.3185831719
2023-06-12,DEMO-HS01,1.3407661085
2023-06-13,DEMO-HS01,1.3419899983
2023-06-14,DEMO-HS01,1.3356652557
2023-06-15,DEMO-HS01,1.3563661659
2023-06-16,DEMO-HS01,1.3553744604
2023-06-19,DEMO-HS01,1.3811350911
2023-06-20,DEMO-HS01,1.4039831307
2023-06-21,DEMO-HS01,1.4173358142
2023-06-22,DEMO-HS01,1.4180075955
2023-06-23,DEMO-HS01,1.4296236674
2023-06-26,DEMO-HS01,1.4330885599
2023-06-27,DEMO-HS01,1.4152990527
2023-06-28,DEMO-HS01,1.4333500095
2023-06-29,DEMO-HS01,1.4213328485
2023-06-30,DEMO-HS01,1.4115910830
2023-07-03,DEMO-HS01,1.4530933333
2023-07-04,DEMO-HS01,1.4629068649
2023-07-05,DEMO-HS01,1.4791284620
2023-07-06,DEMO-HS01,1.4986447938
2023-07-07,DEMO-HS01,1.4886633763
2023-07-10,DEMO-HS01,1.4926394542
2023-07-11,DEMO-HS01,1.4883120993
2023-07-12,DEMO-HS01,1.4322002168
2023-07-13,DEMO-HS01,1.4629118723
2023-07-14,DEMO-HS01,1.4271038050
2023-07-17,DEMO-HS01,1.3855418160
2023-07-18,DEMO-HS01,1.4061446043
2023-07-19,DEMO-HS01,1.4091007194
2023-07-20,DEMO-HS01,1.4220179083
2023-07-21,DEMO-HS01,1.4407523760
2023-07-24,DEMO-HS01,1.4067411533
2023-07-25,DEMO-HS01,1.3705873536
2023-07-26,DEMO-HS01,1.3505092522
2023-07-27,DEMO-HS01,1.3525799091
2023-07-28,DEMO-HS01,1.3459231293
2023-07-31,DEMO-HS01,1.3423067519
2023-08-01,DEMO-HS01,1.3512442266
2023-08-02,DEMO-HS01,1.3248285417
2023-08-03,DEMO-HS01,1.3507940104
2023-08-04,DEMO-HS01,1.3124138809
2023-08-07,DEMO-HS01,1.3170293925
2023-08-08,DEMO-HS01,1.3422204184
2023-08-09,DEMO-HS01,1.3472305663
2023-08-10,DEMO-HS01,1.3415989512
2023-08-11,DEMO-HS01,1.3360054438
2023-08-14,DEMO-HS01,1.3601463597
2023-08-15,DEMO-HS01,1.3685345275
2023-08-16,DEMO-HS01,1.3360168668
2023-08-17,DEMO-HS01,1.3514438795
2023-08-18,DEMO-HS01,1.3924209943
2023-08-21,DEMO-HS01,1.3893462960
2023-08-22,DEMO-HS01,1.3200400013
2023-08-23,DEMO-HS01,1.3513334220
2023-08-24,DEMO-HS01,1.3386872946
2023-08-25,DEMO-HS01,1.2756003777
2023-08-28,DEMO-HS01,1.2734872749
2023-08-29,DEMO-HS01,1.3102940665
2023-08-30,DEMO-HS01,1.3101411321
2023-08-31,DEMO-HS01,1.3281861517
2023-09-01,DEMO-HS01,1.3231127056
2023-09-04,DEMO-HS01,1.2525664761
2023-09-05,DEMO-HS01,1.2199495961
2023-09-06,DEMO-HS01,1.2445291183
2023-09-07,DEMO-HS01,1.2716151097
2023-09-08,DEMO-HS01,1.3473169682
2023-09-11,DEMO-HS01,1.3493580744
2023-09-12,DEMO-HS01,1.3832828317
2023-09-13,DEMO-HS01,1.3971230262
2023-09-14,DEMO-HS01,1.4667059564
2023-09-15,DEMO-HS01,1.4602345593
2023-09-18,DEMO-HS01,1.4733162787
2023-09-19,DEMO-HS01,1.5057323739
2023-09-20,DEMO-HS01,1.4824092985
2023-09-21,DEMO-HS01,1.4446993753
2023-09-22,DEMO-HS01,1.4673417538
2023-09-25,DEMO-HS01,1.4616768640
2023-09-26,DEMO-HS01,1.4375301394
2023-09-27,DEMO-HS01,1.4059838057
2023-09-28,DEMO-HS01,1.4094482671
2023-09-29,DEMO-HS01,1.3897561557
2023-10-02,DEMO-HS01,1.3462351950
2023-10-03,DEMO-HS01,1.3512069723
2023-10-04,DEMO-HS01,1.3236447866
2023-10-05,DEMO-HS01,1.3038055848
2023-10-06,DEMO-HS01,1.3017199278
2023-10-09,DEMO-HS01,1.2755846867
2023-10-10,DEMO-HS01,1.2502433388
2023-10-11,DEMO-HS01,1.2499137233
2023-10-12,DEMO-HS01,1.2433109737
2023-10-13,DEMO-HS01,1.2278986459
2023-10-16,DEMO-HS01,1.2111709137
2023-10-17,DEMO-HS01,1.2402589199
2023-10-18,DEMO-HS01,1.2049395153
2023-10-19,DEMO-HS01,1.1291629040
2023-10-20,DEMO-HS01,1.1303541940
2023-10-23,DEMO-HS01,1.1149382468
2023-10-24,DEMO-HS01,1.1340143782
2023-10-25,DEMO-HS01,1.1326763044
2023-10-26,DEMO-HS01,1.1076771824
2023-10-27,DEMO-HS01,1.1409361836
2023-10-30,DEMO-HS01,1.1227559960
2023-10-31,DEMO-HS01,1.1330442383
2023-11-01,DEMO-HS01,1.1294473375
2023-11-02,DEMO-HS01,1.1403341914
2023-11-03,DEMO-HS01,1.1112582942
2023-11-06,DEMO-HS01,1.1666796311
2023-11-07,DEMO-HS01,1.1629120010
2023-11-08,DEMO-HS01,1.1748371254
2023-11-09,DEMO-HS01,1.1933749967
2023-11-10,DEMO-HS01,1.1676927391
2023-11-13,DEMO-HS01,1.1729958170
2023-11-14,DEMO-HS01,1.2128183004
2023-11-15,DEMO-HS01,1.2112512200
2023-11-16,DEMO-HS01,1.2016678413
2023-11-17,DEMO-HS01,1.1930152058
2023-11-20,DEMO-HS01,1.2144471201
2023-11-21,DEMO-HS01,1.1848699976
2023-11-22,DEMO-HS01,1.1508164617
2023-11-23,DEMO-HS01,1.1985021305
2023-11-24,DEMO-HS01,1.2506742094
2023-11-27,DEMO-HS01,1.2311381903
2023-11-28,DEMO-HS01,1.2402065865
2023-11-29,DEMO-HS01,1.2176355970
2023-11-30,DEMO-HS01,1.2061016252
2023-12-01,DEMO-HS01,1.2099209162
2023-12-04,DEMO-HS01,1.2087735841
2023-12-05,DEMO-HS01,1.2166671486
2023-12-06,DEMO-HS01,1.1961065086
2023-12-07,DEMO-HS01,1.1878471937
2023-12-08,DEMO-HS01,1.2084260179
2023-12-11,DEMO-HS01,1.2342431480
2023-12-12,DEMO-HS01,1.2515211221
2023-12-13,DEMO-HS01,1.2347058235
2023-12-14,DEMO-HS01,1.2435538034
2023-12-15,DEMO-HS01,1.2390580449
2023-12-18,DEMO-HS01,1.2655836966
2023-12-19,DEMO-HS01,1.2729898958
2023-12-20,DEMO-HS01,1.2702703940
2023-12-21,DEMO-HS01,1.2676886699
2023-12-22,DEMO-HS01,1.2583749779
2023-12-25,DEMO-HS01,1.2544124196
2023-12-26,DEMO-HS01,1.2381173486
2023-12-27,DEMO-HS01,1.2032148701
2023-12-28,DEMO-HS01,1.2210222022
2023-12-29,DEMO-HS01,1.2425760662
2024-01-01,DEMO-HS01,1.2650696665
2024-01-02,DEMO-HS01,1.2325166280
2024-01-03,DEMO-HS01,1.2158242610
2024-01-04,DEMO-HS01,1.2367218058
2024-01-05,DEMO-HS01,1.2479556108
2024-01-08,DEMO-HS01,1.2327291192
2024-01-09,DEMO-HS01,1.2609454666
2024-01-10,DEMO-HS01,1.2480420898
2024-01-11,DEMO-HS01,1.2518388518
2024-01-12,DEMO-HS01,1.2686894789
2024-01-15,DEMO-HS01,1.2549240200
2024-01-16,DEMO-HS01,1.2398588396
2024-01-17,DEMO-HS01,1.2109879354
2024-01-18,DEMO-HS01,1.1909059905
2024-01-19,DEMO-HS01,1.1420572361
2024-01-22,DEMO-HS01,1.1673528394
2024-01-23,DEMO-HS01,1.1206991337
2024-01-24,DEMO-HS01,1.0924621976
2024-01-25,DEMO-HS01,1.1306991900
2024-01-26,DEMO-HS01,1.1642030434
2024-01-29,DEMO-HS01,1.1626714827
2024-01-30,DEMO-HS01,1.1567184933
2024-01-31,DEMO-HS01,1.1390346401
2024-02-01,DEMO-HS01,1.1035893139
2024-02-02,DEMO-HS01,1.0755583706
2024-02-05,DEMO-HS01,1.0690387282
2024-02-06,DEMO-HS01,1.0703323049
2024-02-07,DEMO-HS01,1.0609916135
2024-02-08,DEMO-HS01,1.0480103300
2024-02-09,DEMO-HS01,1.0542441159
2024-02-12,DEMO-HS01,1.0566179492
2024-02-13,DEMO-HS01,1.0886306917
2024-02-14,DEMO-HS01,1.1058740709
2024-02-15,DEMO-HS01,1.1206121560
2024-02-16,DEMO-HS01,1.0874855440
2024-02-19,DEMO-HS01,1.0815461515
2024-02-20,DEMO-HS01,1.0748336151
2024-02-21,DEMO-HS01,1.1094437324
2024-02-22,DEMO-HS01,1.1329000504
2024-02-23,DEMO-HS01,1.0875509548
2024-02-26,DEMO-HS01,1.1416989274
2024-02-27,DEMO-HS01,1.1402448456
2024-02-28,DEMO-HS01,1.1214118203
2024-02-29,DEMO-HS01,1.1438376416
2024-03-01,DEMO-HS01,1.1571640278
2024-03-04,DEMO-HS01,1.1319209532
2024-03-05,DEMO-HS01,1.1367117399
2024-03-06,DEMO-HS01,1.1540552411
2024-03-07,DEMO-HS01,1.1468312986
2024-03-08,DEMO-HS01,1.1508783746
2024-03-11,DEMO-HS01,1.1498630322
2024-03-12,DEMO-HS01,1.1472695975
2024-03-13,DEMO-HS01,1.1794046655
2024-03-14,DEMO-HS01,1.2147497344
2024-03-15,DEMO-HS01,1.2063947340
2024-03-18,DEMO-HS01,1.2221156349
2024-03-19,DEMO-HS01,1.2413584253
2024-03-20,DEMO-HS01,1.2555679859
2024-03-21,DEMO-HS01,1.1932087502
2024-03-22,DEMO-HS01,1.2072498082
2024-03-25,DEMO-HS01,1.1694775417
2024-03-26,DEMO-HS01,1.1285148327
2024-03-27,DEMO-HS01,1.1171680754
2024-03-28,DEMO-HS01,1.0877284549
2024-03-29,DEMO-HS01,1.1122724983
2024-04-01,DEMO-HS01,1.1187620082
2024-04-02,DEMO-HS01,1.1009690114
2024-04-03,DEMO-HS01,1.1118347190
2024-04-04,DEMO-HS01,1.0982720000
2024-04-05,DEMO-HS01,1.0447138639
2024-04-08,DEMO-HS01,1.0549774501
2024-04-09,DEMO-HS01,1.0409727309
2024-04-10,DEMO-HS01,1.0338737009
2024-04-11,DEMO-HS01,1.0078244849
2024-04-12,DEMO-HS01,0.9763052248
2024-04-15,DEMO-HS01,1.0088045146
2024-04-16,DEMO-HS01,1.0556992171
2024-04-17,DEMO-HS01,1.0520551940
2024-04-18,DEMO-HS01,1.0568688143
2024-04-19,DEMO-HS01,1.0342308723
2024-04-22,DEMO-HS01,1.0410324750
2024-04-23,DEMO-HS01,1.0294282497
2024-04-24,DEMO-HS01,1.0263830805
2024-04-25,DEMO-HS01,1.0090043739
2024-04-26,DEMO-HS01,0.9920988772
2024-04-29,DEMO-HS01,0.9732919020
2024-04-30,DEMO-HS01,0.9838785010
